pacbio_111116_Sunny_Martina_31,pacbio_111116_Sunny_Marti.1
solexa_100723_HWUSI-EAS1621_0010_624H7_CHEN-HUEBNER,solexa_100723_HWUSI-EAS16.1
solexa_100726_HWI-EAS244_0009_624KV_LANDTHALER-HUEBNER,solexa_100726_HWI-EAS244_.1
solexa_100730_HWUSI-EAS1620_0014_624KR_HUEBNER-MIXED,solexa_100730_HWUSI-EAS16.1
solexa_100802_HWI-EAS244_0010_624GV_MIXED,solexa_100802_HWI-EAS244_.1
solexa_100805_HWUSI-EAS1621_0011_6240N_RAJEWSKY-CHEN,solexa_100805_HWUSI-EAS16.1
solexa_100810_HWI-EAS244_0005_4337C_LANDTHALER,solexa_100810_HWI-EAS244_.1/
solexa_100812_HWUSI-EAS1620_0015_624KP_HUEBNER,solexa_100812_HWUSI-EAS16.1
solexa_100819_HWI-EAS244_0011_624L2_ROSENBAUER,solexa_100819_HWI-EAS244_.1
solexa_100820_HWUSI-EAS1620_0016_HUEBNER,solexa_100820_HWUSI-EAS16.1
solexa_100823_HWI-EAS244_0012_624GTA_MIXED,solexa_100823_HWI-EAS244_.1
solexa_100824_HWUSI-EAS1620_0017_624LJ_CHEN-HUEBNER,solexa_100824_HWUSI-EAS16.1
solexa_100826_HWUSI-EAS1621_0012_624TW_CHEN,solexa_100826_HWUSI-EAS16.1
solexa_100830_HWUSI-EAS1620_0018_624P8_HUEBNER,solexa_100830_HWUSI-EAS16.1
solexa_100914_SN303_0092_A_209P9ABXX_CHEN,solexa_100914_SN303_0092_.1
solexa_100916_HWI-EAS244_0013_624LA_MIXED,solexa_100916_HWI-EAS244_.1
solexa_100916_HWI-EAS244_0013_624LA_MIXED_NODEL,solexa_100916_HWI-EAS244_.2
solexa_100917_SN303_0093_B_205NKABXX_HUEBNER-LANDTHALER,solexa_100917_SN303_0093_.1
solexa_100922_HWUSI-EAS1621_0013_624EJ_HUEBNER-RAPP,solexa_100922_HWUSI-EAS16.1
solexa_100928_HWI-EAS244_0014_624E1_CHEN,solexa_100928_HWI-EAS244_.1
solexa_100929_HWUSI-EAS1621_0014_624J2_WERTH-GREGORY,solexa_100929_HWUSI-EAS16.1
solexa_101001_HWUSI-EAS1621_0015_624E5_RAJEWSKY,solexa_101001_HWUSI-EAS16.1
solexa_101008_HWI-EAS244_0015_62554_LANDTHALER_SELBACH,solexa_101008_HWI-EAS244_.1
solexa_101012_HWUSI-EAS1620_00020_62M3J_HUEBNER,solexa_101012_HWUSI-EAS16.1
solexa_101013_HWI-EAS244_0016_62M3L_MIXED,solexa_101013_HWI-EAS244_.1
solexa_101014_HWUSI-EAS1620_00021_62M3C_HUEBNER-LANDTHALER,solexa_101014_HWUSI-EAS16.1
solexa_101015_SN303_0095_A_20BRCABXX_HUEBNER,solexa_101015_SN303_0095_.1
solexa_101018_HWUSI-EAS1620_00022_622VC_CHEN-RAJEWSKY,solexa_101018_HWUSI-EAS16.1
solexa_101028_HWI-EAS244_0017_62M72_ROSENBAUER-HUEBNER,solexa_101028_HWI-EAS244_.1
solexa_101029_HWUSI-EAS1620_00023_62M2E_HUEBNER,solexa_101029_HWUSI-EAS16.1
solexa_101101_SN303_0096_A_209PRABXX_CHEN-HUEBNER,solexa_101101_SN303_0096_.1
solexa_101105_SN303_0097_A_20BR0ABXX_MIXED,solexa_101105_SN303_0097_.1
solexa_101115_SN303_0098_B_20BTEABXX_RAJEWSKY,solexa_101115_SN303_0098_.1
solexa_101116_HWI-EAS244_0018_62M3B_HUEBNER,solexa_101116_HWI-EAS244_.1
solexa_101116_HWUSI-EAS1620_00024_62FKC_LANDTHALER-MPIIB,solexa_101116_HWUSI-EAS16.1
solexa_101119_HWI-EAS244_0019_625CU_LANDTHALER,solexa_101119_HWI-EAS244_.1
solexa_101125_SN303_0099_B_20BRNABXX_RAJEWSKY,solexa_101125_SN303_0099_.1
solexa_101126_HWUSI-EAS1620_00025_62UF8_MIXED,solexa_101126_HWUSI-EAS16.1
solexa_101130_HWI-EAS244_0020_628F5_POY-RAJEWSKY,solexa_101130_HWI-EAS244_.1
solexa_101130_HWUSI-EAS1620_00026_628FG_CHEN-LANDTHALER,solexa_101130_HWUSI-EAS16.1
solexa_101203_HWI-EAS244_0021_62M6L_DRFZ,solexa_101203_HWI-EAS244_.1
solexa_101206_HWI-EAS244_0006_3046F_RAJEWSKY,solexa_101206_HWI-EAS244_.1
solexa_101209_SN471_0052_B_20BM1ABXX_HUEBNER,solexa_101209_SN471_0052_.1
solexa_101209_SN471_0053_A_20BRMABXX_HUEBNER,solexa_101209_SN471_0053_.1
solexa_110106_HWUSI-EAS1620_00027_62YRG_LANDTHALER,solexa_110106_HWUSI-EAS16.2
solexa_110106_HWUSI-EAS1620_00028_62YRG_LANDTHALER,solexa_110106_HWUSI-EAS16.1
solexa_110107_HWI-EAS244_0007_304BB_DIETERICH-RAJEWSKY,solexa_110107_HWI-EAS244_.1
solexa_110110_HWUSI-EAS1620_00029_62Y7J_DIETERICH-RAJEWSKY,solexa_110110_HWUSI-EAS16.1
solexa_110113_HWUSI-EAS1620_00030_62YPG_SELBACH,solexa_110113_HWUSI-EAS16.1
solexa_110114_SN303_0100_A_80G60ABXX_LANDTHALER,solexa_110114_SN303_0100_.1
solexa_110118_HWUSI-EAS1620_00031_62Y8E_CHEN-SELBACH,solexa_110118_HWUSI-EAS16.1
solexa_110119_SN471_0054_A_80FBLABXX_CHEN,solexa_110119_SN471_0054_.1
solexa_110121_HWUSI-EAS1620_00032_62Y89_CHEN,solexa_110121_HWUSI-EAS16.1
solexa_110125_HWUSI-EAS1620_00033_62M2B_MIXED,solexa_110125_HWUSI-EAS16.1
solexa_110127_HWUSI-EAS1620_00034_628EV_HUEBNER,solexa_110127_HWUSI-EAS16.1
solexa_110128_SN471_0055_A_80CGEABXX_HUEBNER,solexa_110128_SN471_0055_.1
solexa_110128_SN471_0056_B_80G59ABXX_HUEBNER,solexa_110128_SN471_0056_.1
solexa_110201_HWUSI-EAS1620_00035_62D6E_HUEBNER,solexa_110201_HWUSI-EAS16.1
solexa_110203_HWUSI-EAS1620_00036_62Y8H_LANDTHALER,solexa_110203_HWUSI-EAS16.1
solexa_110203_SN540_0061_A_80E9NABXX_CHEN,solexa_110203_SN540_0061_.1
solexa_110203_SN540_0062_B_80EAGABXX_CHEN,solexa_110203_SN540_0062_.1
solexa_110208_HWUSI-EAS1620_00037_62Y7A_CHEN,solexa_110208_HWUSI-EAS16.1
solexa_110211_HWUSI-EAS1620_00038_62Y8C_MIXED,solexa_110211_HWUSI-EAS16.1
solexa_110215_HWI-EAS244_0008_437RW_WANKER,solexa_110215_HWI-EAS244_.1
solexa_110215_SN303_0101_B_209WAABXX_{EXPERIMENT],solexa_110215_SN303_0101_.1
solexa_110216_HWUSI-EAS16.001,solexa_110216_HWUSI-EAS1620_00039_62Y7T_CHEN
solexa_110216_HWUSI-EAS1620_00039_62Y7T_CHEN,solexa_110216_HWUSI-EAS16.1
solexa_110217_HWI-EAS244_0009_3038R_SELBACH,solexa_110217_HWI-EAS244_.1
solexa_110222_HWUSI-EAS16.001,solexa_110222_HWUSI-EAS1620_00040_622W5_MIXED
solexa_110222_HWUSI-EAS1620_00040_622W5_MIXED,solexa_110222_HWUSI-EAS16.1
solexa_110225_SN471_0057_A_80G75ABXX_HUEBNER,solexa_110225_SN471_0057_.1
solexa_110225_SN471_0058_B_80EC1ABXX_HUEBNER,solexa_110225_SN471_0058_.1
solexa_110225_SN540_0063_A_80FKLABXX_RAJEWSKY,solexa_110225_SN540_0063_.1
solexa_110301_HWUSI-EAS16.001,solexa_110301_HWUSI-EAS1620_00041_62Y7D_LEWIN_CHEN
solexa_110301_HWUSI-EAS1620_00041_62Y7D_LEWIN_CHEN,solexa_110301_HWUSI-EAS16.1
solexa_110303_HWUSI-EAS16.001,solexa_110303_HWUSI-EAS1620_00042_62321_HUEBNER
solexa_110303_HWUSI-EAS16.002,solexa_110303_HWUSI-EAS1620_00043_62321_HUEBNER_PRIMER-REHYB
solexa_110303_HWUSI-EAS16.003,solexa_110303_HWUSI-EAS1620_00044_62321_HUEBNER
solexa_110303_HWUSI-EAS1620_00042_62321_HUEBNER,solexa_110303_HWUSI-EAS16.1
solexa_110303_HWUSI-EAS1620_00043_62321_HUEBNER_PRIMER-REHYB,solexa_110303_HWUSI-EAS16.2
solexa_110303_HWUSI-EAS1620_00044_62321_HUEBNER,solexa_110303_HWUSI-EAS16.3
solexa_110304_HWI-EAS244_0010_3046D_DIETERICH,solexa_110304_HWI-EAS244_.1
solexa_110309_HWUSI-EAS16.001,solexa_110309_HWUSI-EAS1620_00045_639H8_HUEBNER
solexa_110309_HWUSI-EAS1620_00045_639H8_HUEBNER,solexa_110309_HWUSI-EAS16.1
solexa_110310_SN471_0059_A_80FFCABXX_HUEBNER,solexa_110310_SN471_0059_.1
solexa_110310_SN471_0060_B_209W8ABXX_HUEBNER,solexa_110310_SN471_0060_.1
solexa_110315_HWUSI-EAS1620_00046_639GD_MIXED,solexa_110315_HWUSI-EAS16.1
solexa_110315_SN471_0060_B_81M4HABXX_HUEBNER,solexa_110315_SN471_0060_.1
solexa_110317_SN471_0061_A_816G2ABXX_HUEBNER,solexa_110317_SN471_0061_.1
solexa_110317_SN471_0062_B_80DGRABXX_HUEBNER,solexa_110317_SN471_0062_.1
solexa_110317_SN540_0063_A_80ANYABXX_HUEBNER,solexa_110317_SN540_0063_.1
solexa_110324_SN540_0064_A_B038VABXX_MIXED,solexa_110324_SN540_0064_.1
solexa_110329_HWUSI-EAS1620_00047_639KM_MIXED,solexa_110329_HWUSI-EAS16.1
solexa_110407_SN303_0101_A_B01NJABXX_HUEBNER,solexa_110407_SN303_0101_.1
solexa_110407_SN303_0102_B_B01PKABXX_HUEBNER,solexa_110407_SN303_0102_.1
solexa_110412_SN303_0103_B_B06KMABXX_HUEBNER,solexa_110412_SN303_0103_.1
solexa_110412_SN303_0104_A_B06J5ABXX_HUEBNER,solexa_110412_SN303_0104_.1
solexa_110419_HWUSI-EAS1620_00048_639FF_MIXED,solexa_110419_HWUSI-EAS16.1
solexa_110419_SN303_0105_A_B06V8ABXX_HUEBNER,solexa_110419_SN303_0105_.1
solexa_110427_HWUSI-EAS1620_00049_64JCY_MIXED,solexa_110427_HWUSI-EAS16.1
solexa_110504_HWUSI-EAS1620_00050_64JCF_MIXED,solexa_110504_HWUSI-EAS16.1
solexa_110504_SN541_0062_B_C00FCABXX_110504_SN541_C00FC_FCB_MIXED,solexa_110504_SN541_0062_.1
solexa_110505_SN471_0063_A_B06HKABXX_MIXED,solexa_110505_SN471_0063_.1
solexa_110505_SN540_0065_A_B03YTABXX_Huebner,solexa_110505_SN540_0065_.1
solexa_110505_SN540_0066_B_B03TAABXX_HUEBNER,solexa_110505_SN540_0066_.1
solexa_110511_SN471_0064_A_B03KEABXX_CHEN,solexa_110511_SN471_0064_.1
solexa_110511_SN471_0065_B_B06MUABXX_LONDON,solexa_110511_SN471_0065_.1
solexa_110524_SN540_0067_B_B06V5ABXX_ROSENBAUER,solexa_110524_SN540_0067_.1
solexa_110524_SN541_0063_A_B06M5ABXX_KUEHNEN-LANDTHALER,solexa_110524_SN541_0063_.1
solexa_110526_SN471_0066_A_B0387ABXX_HUEBNER,solexa_110526_SN471_0066_.1
solexa_110526_SN471_0067_B_B02YAABXX_HUEBNER,solexa_110526_SN471_0067_.1
solexa_110531_HWUSI-EAS1620_00051_64JCM_MIXED,solexa_110531_HWUSI-EAS16.1
solexa_110607_HWUSI-EAS1620_00052_64JCL_ROSENBAUER,solexa_110607_HWUSI-EAS16.1
solexa_110617_HWUSI-EAS1620_00053_639GA_MIXED,solexa_110617_HWUSI-EAS16.1
solexa_110621_SN303_0107_A_B06L7ABXX_CHEN,solexa_110621_SN303_0107_.1
solexa_110623_SN471_0068_A_B0AJUABXX_HUEBNER,solexa_110623_SN471_0068_.1
solexa_110623_SN471_0069_B_B048VABXX_CHEN_DIETERICH,solexa_110623_SN471_0069_.1
solexa_110701_SN540_0068_A_C00J5ABXX_MIXED,solexa_110701_SN540_0068_.1
solexa_110701_SN541_0064_A_C00J5ABXX_MIXED,solexa_110701_SN541_0064_.1
solexa_110701_SN541_0064_A_C00J5ABXX_MIXED_NODEL,solexa_110701_SN541_0064_.2
solexa_110701_SN541_0064_A_C00JS5ABXX_MIXED,solexa_110701_SN541_0064_.3
solexa_110707_SN541_0065_A_B039UABXX_HUEBNER,solexa_110707_SN541_0065_.1
solexa_110707_SN541_0066_B_B03UFABXX_HUEBNER,solexa_110707_SN541_0066_.1
solexa_110714_SN303_0108_A_C00K1ABXX_MIXED,solexa_110714_SN303_0108_.1
solexa_110714_SN303_0108_A_C00K1ABXX_MIXED_NODEL,solexa_110714_SN303_0108_.2
solexa_110714_SN471_0070_B_B06AYABXX_MIXED,solexa_110714_SN471_0070_.1
solexa_110718_HWUSI-EAS1620_00054_64JCT_MIXED,solexa_solexa_110718_HWUSI-EAS16.1
solexa_110727_HWUSI-EAS1620_00055_64JCJ_MIXED,solexa_110727_HWUSI-EAS16.1
solexa_110728_SN541_0067_AB03VWABXX,solexa_110728_SN541_0067_.1
solexa_110809_HWUSI-EAS1620_00056_64JCP_MIXED,solexa_110809_HWUSI-EAS16.1
solexa_110810_SN471_0075_A_C014TABXX_MIXED,solexa_110810_SN471_0075_.1
solexa_110819_SN471_0076_A_D0DTRABXX_CSPro,solexa_110819_SN471_0076_.1
solexa_110819_SN471_0077_B_81PJ2ABXX_CSPro,solexa_110819_SN471_0077_.1
solexa_110823_HWUSI-EAS1620_00057_64P6C_MIXED,solexa_110823_HWUSI-EAS16.1
solexa_110830_SN303_0109_A_D082DACXX_MIXED,solexa_110830_SN303_0109_.1
solexa_110830_SN303_0109_A_D082DACXX_MIXED_NODEL,solexa_110830_SN303_0109_.2
solexa_110901_SN471_0078_A_C00FGABXX_LANDTHALER-HUEBNER,solexa_110901_SN471_0078_.1
solexa_110908_SN471_0079_A_C02GRABXX_HUEBNER-DIETERICH,solexa_110908_SN471_0079_.1
solexa_110908_SN471_0080_B_D0E20ABXX_HUEBNER-NYU,solexa_110908_SN471_0080_.1
solexa_110913_SN471_0081_A_D0E28ABXX_HUEBNER,solexa_110913_SN471_0081_.1
solexa_110913_SN471_0082_B_D0E1UABXX_HUEBNER,solexa_110913_SN471_0082_.1
solexa_110915_SN540_0072_B_D0E29ABXX_HUEBNER,solexa_110915_SN540_0072_.1
solexa_110915_SN541_0068_A_B03NVABXX_HUEBNER-DIETERICH,solexa_110915_SN541_0068_.1
solexa_110915_SN541_0069_B_B04CGABXX_CHEN,solexa_110915_SN541_0069_.1
solexa_111004_SN303_0110_A_D0822ACXX_MIXED,solexa_111004_SN303_0110_.1
solexa_111006_SN471_0083_A_D0BT4ABXX_MIXED,solexa_111006_SN471_0083_.1
solexa_111007_HWUSI-EAS1620_00058_634E3ABXX_MIXED,solexa_111007_HWUSI-EAS16.1
solexa_111007_SN540_0073_A_B01C8ABXX_MIXED,solexa_111007_SN540_0073_.1
solexa_111007_SN540_0073_A_B01C8ABXX_MIXED_NODEL,solexa_111007_SN540_0073_.2
solexa_111010_HWUSI-EAS1620_00059_634E5_CHEN,solexa_111010_HWUSI-EAS16.1
solexa_111011_SN541_0070_A_D080CACXX_HUEBNER,solexa_111011_SN541_0070_.1
solexa_111011_SN541_0071_B_C08MJACXX_MIXED,solexa_111011_SN541_0071_.1
solexa_111018_HWUSI-EAS1620_00060_64JD0_DRFZ,solexa_111018_HWUSI-EAS16.1
solexa_111020_SN540_0074_A_B03WNABXX_HUEBNER-DIETERICH,solexa_111020_SN540_0074_.1
solexa_111021_SN303_0115_B_D0898ACXX_MIXED,solexa_111021_SN303_0115_.1
solexa_111110_SN540_0075_A_C08EUACXX_MIXED,solexa_111110_SN540_0075_.1
solexa_111110_SN540_0076_B_D081NACXX_CHEN-SELBACH,solexa_111110_SN540_0076_.1
solexa_111111_HWI-EAS244_0011_42V9M_SELBACH-RAJEWSKY,solexa_111111_HWI-EAS244_.1
solexa_111111_SN471_0084_A_C08MFACXX_HUEBNER-LANDTHALER,solexa_111111_SN471_0084_.1
solexa_111117_SN471_0085_B_C0313ABXX_CHEN-DIETERICH,solexa_111117_SN471_0085_.1
solexa_111117_SN540_0077_A_C08KWACXX_MIXED,solexa_111117_SN540_0077_.1
solexa_111118_HWUSI-EAS1620_00061_634FU_MIXED,solexa_111118_HWUSI-EAS16.1
solexa_111125_HWI-EAS244_0012_42UC3_RAJEWSKY,solexa_111125_HWI-EAS244_.1
solexa_111201_HWUSI-EAS1620_00062_634FD_DARMSTADT-RAJEWSKY,solexa_111201_HWUSI-EAS16.1
solexa_111206_SN303_0116_A_D08FMACXX_SELBACH-CHEN,solexa_111206_SN303_0116_.1
solexa_111209_SN540_0078_A_D08GGACXX_CHEN-CHARITE,solexa_111209_SN540_0078_.1
solexa_111213_HWUSI-EAS1620_00063_634EA_MIXED,solexa_111213_HWUSI-EAS16.1
solexa_111213_SN303_0117_A_D0GJMACXX_MIXED,solexa_111213_SN303_0117_.1
solexa_111213_SN303_0118_B_D0F8TACXX_RAJEWSKY,solexa_111213_SN303_0118_.1
solexa_111213_SN541_0072_A_D0GJMACXX_MIXED,solexa_111213_SN541_0072_.1
solexa_111213_SN541_0073_B_D0F8TACXX_RAJEWSKY,solexa_111213_SN541_0073_.1
solexa_111215_SN471_0086_A_D0GJ1ACXX_MIXED,solexa_111215_SN471_0086_.1
solexa_120112_SN471_0087_A_C04WYACXX_CHARITE,solexa_120112_SN471_0087_.1
solexa_120112_SN471_0088_B_D09A6ACXX_MIXED,solexa_120112_SN471_0088_.1
solexa_120113_SN303_0119_A_C09MLACXX_HUEBNER,solexa_120113_SN303_0119_.1
solexa_120113_SN303_0120_B_C0BBUACXX_MIXED,solexa_120113_SN303_0120_.1
solexa_120116_HWUSI-EAS1620_00064_634FN_CHEN,solexa_120116_HWUSI-EAS16.1
solexa_120119_SN303_0121_A_C08KFACXX_CHARITE,solexa_120119_SN303_0121_.1
solexa_120119_SN303_0122_B_C093VACXX_MIXED,solexa_120119_SN303_0122_.1
solexa_120120_SN541_0082_AD0HT3ACXX,solexa_120120_SN541_0082_.1
solexa_120120_SN541_0083_BC0BNBACXX,solexa_120120_SN541_0083_.1
solexa_120120_SN541_0084_AD0HT3ACXX,solexa_120120_SN541_0084_.1
solexa_120123_SN540_0080_A_D0HDDACXX_ROSENBAUER-RAJEWSKY,solexa_120123_SN540_0080_.1
solexa_120131_SN471_0090_A_C0BRNACXX_HUEBNER-LANDTHALER,solexa_120131_SN471_0090_.1
solexa_120131_SN471_0090_A_C0BRNACXX_HUEBNER-LANDTHALER_NODEL,solexa_120131_SN471_0090_.2
solexa_120203_SN471_0091_A_D0HWJACXX_CHARITE,solexa_120203_SN471_0091_.1
solexa_120203_SN471_0092_B_C0BN3ACXX_MIXED,solexa_120203_SN471_0092_.1
solexa_120207_SN540_0081_A_C0BT7ACXX_HUEBNER-RAJEWSKY,solexa_120207_SN540_0081_.1
solexa_120207_SN540_0082_B_D0HTAACXX_HUEBNER,solexa_120207_SN540_0082_.1
solexa_120209_SN303_0130_B_D0HW2ACXX_MIXED,solexa_120209_SN303_0130_.1
solexa_120209_SN541_0086_A_D0HW2ACXX_MIXED,solexa_120209_SN541_0086_.1
solexa_120222_SN540_0083_A_C0BP2ACXX_MIXED,solexa_120222_SN540_0083_.1
solexa_120222_SN540_0084_B_D0HVLACXX_SCHEIDEREIT-LANDTHALER,solexa_120222_SN540_0084_.1
solexa_120224_SN541_0190_A_D0HUEACXX_LANDTHALER-ROPERS,solexa_120224_SN541_0190_.1
solexa_120224_SN541_0191_B_C0BMHACXX_HU-ROPERS,solexa_120224_SN541_0191_.1
solexa_120301_SN540_0085_A_C0BN7ACXX_ROPERS-CHARITE,solexa_120301_SN540_0085_.1
solexa_120301_SN540_0086_B_C0BRTACXX_ROPERS-CHARITE,solexa_120301_SN540_0086_.1
solexa_120302_SN471_0094_A_D0HWNACXX_RAJEWSKY,solexa_120302_SN471_0094_.1
solexa_120308_SN541_0192_A_C0C3VACXX_MIXED,solexa_120308_SN541_0192_.1
solexa_120308_SN541_0193_B_D0JAYACXX_CHARITE-ROPERS,solexa_120308_SN541_0193_.1
solexa_120309_SN303_0131_A_C0BKFACXX_LIPP,solexa_120309_SN303_0131_.1
solexa_120309_SN303_0132_B_D0JBLACXX_SCHMITT-OTT-HUEBNER,solexa_120309_SN303_0132_.1
solexa_120320_SN541_0194_A_C0F65ACXX_ROPERS,solexa_120320_SN541_0194_.1
solexa_120320_SN541_0195_B_C0F7BACXX_MIXED,solexa_120320_SN541_0195_.1
solexa_120326_SN471_0095_A_C0E8AACXX_HUEBNER,solexa_120326_SN471_0095_.1
solexa_120326_SN471_0096_B_D0PRPACXX_HUEBNER,solexa_120326_SN471_0096_.1
solexa_120327_SN541_0196_A_C0G5RACXX_MIXED,solexa_120327_SN541_0196_.1
solexa_120327_SN541_0197_B_D0W7CACXX_LONDON,solexa_120327_SN541_0197_.1
solexa_120329_SN303_0133_A_C081LACXX_MIXED,solexa_120329_SN303_0133_.1
solexa_120404_SN540_0087_B_C0GHGACXX_ROPERS,solexa_120404_SN540_0087_.1
solexa_120404_SN541_0198_B_D0W6HACXX_CHARITE-LANDTHALER,solexa_120404_SN541_0198_.1
solexa_120412_SN541_0199_A_C08MCACXX_MIXED,solexa_120412_SN541_0199_.1
solexa_120412_SN541_0200_B_D0E1UACXX_CHEN,solexa_120412_SN541_0200_.1
solexa_120412_SN541_0201_B_D0GPPACXX_CHEN,solexa_120412_SN541_0201_.1
solexa_120413_HWUSI-EAS1620_00065_634G5_POY-DARMSTADT,solexa_120413_HWUSI-EAS16.1
solexa_120418_SN540_0088_B_D0W2KACXX_MIXED,solexa_120418_SN540_0088_.1
solexa_120419_SN471_0099_A_C0BF0ACXX_Rajewsky,solexa_120419_SN471_0099_.1
solexa_120427_SN303_0134_A_C0NRKACXX_MIXED,solexa_120427_SN303_0134_.1
solexa_120427_SN303_0135_B_D0W46ACXX_K-RAJEWSKY,solexa_120427_SN303_0135_.1
solexa_120504_SN540_0089_A_C0BFGACXX_MIXED,solexa_120504_SN540_0089_.1
solexa_120504_SN540_0090_B_D0HH6ACXX_HUEBNER-RAJEWSKY,solexa_120504_SN540_0090_.1
solexa_120504_SN541_0202_A_D0W9CACXX_MIXED,solexa_120504_SN541_0202_.1
solexa_120507_SN471_0100_A_C0AT9ACXX_HUEBNER_K-RAJEWSKY,solexa_120507_SN471_0100_.1
solexa_120507_SN471_0101_B_D0GR1ACXX_HUEBNER-CHARITE,solexa_120507_SN471_0101_.1
solexa_120509_SN541_0203_A_C0BF1ACXX_MIXED,solexa_120509_SN541_0203_.1
solexa_120509_SN541_0204_B_D0HHFACXX_HUEBNER-CHARITE,solexa_120509_SN541_0204_.1
solexa_120511_SN303_0136_A_D0W7EACXX_K-RAJEWSKY,solexa_120511_SN303_0136_.1
solexa_120514_HWUSI-EAS1620_00066_634G7_POTSDAM,solexa_120514_HWUSI-EAS16.1
solexa_120514_HWUSI-EAS1620_00067_634G7_POTSDAM,solexa_120514_HWUSI-EAS16.2
solexa_120523_SN471_0102_A_D0GN6ACXX_HUEBNER-CHARITE,solexa_120523_SN471_0102_.1
solexa_120523_SN471_0103_B_C0BDGACXX_RAJEWSKY-HUEBNER,solexa_120523_SN471_0103_.1
solexa_120523_SN541_0205_A_C0BEMACXX_HUEBNER,solexa_120523_SN541_0205_.1
solexa_120523_SN541_0206_B_D0HGNACXX_HUEBNER-CHARITE,solexa_120523_SN541_0206_.1
solexa_120525_SN303_0137_B_D0W7HACXX_MIXED,solexa_120525_SN303_0137_.1
solexa_120530_SN303_0138_A_D0GPUACXX_MIXED,solexa_120530_SN303_0138_.1
solexa_120530_SN540_0095_B_C0NUEACXX_MIXED,solexa_120530_SN540_0095_.1
solexa_120605_SN471_0104_A_C0PLPACXX_DIETERICH-HUEBNER,solexa_120605_SN471_0104_.1
solexa_120605_SN540_0096_B_C0NM6ACXX_LANDTHALER-K-RAJESKY,solexa_120605_SN540_0096_.1
solexa_120605_SN541_0207_B_D10L6ACXX_RAJEWSKY-HUEBNER,solexa_120605_SN541_0207_.1
solexa_120608_SN471_0105_A_C0NP2ACXX_MIXED,solexa_120608_SN471_0105_.1
solexa_120626_SN540_0097_A_C0R36ACXX_HUEBNER,solexa_120626_SN540_0097_.1
solexa_120628_SN541_0209_A_C0EREACXX_MIXED,solexa_120628_SN541_0209_.1
solexa_120628_SN541_0210_B_D0GGYACXX_HUEBNER-CHARITE,solexa_120628_SN541_0210_.1
solexa_120629_SN303_0139_A_C0EW1ACXX_HUEBNER-CHARITE,solexa_120629_SN303_0139_.1
solexa_120629_SN303_0140_B_D0GRAACXX_HUEBNER-CHARITE,solexa_120629_SN303_0140_.1
